Name,Cluster,UMAP1,UMAP2,Progressive Carries (PrgC),Goals per 90,Assists per 90,xG per 90,xAG per 90,Goals Against per 90 (GA90),Save Percentage (Save%),Clean Sheets Percentage (CS%),Penalty Kicks Save Percentage,Shots on Target Percentage (SoT%),Shots on Target per 90 (SoT/90),Goals per Shot (G/Sh),Average Shot Distance (Dist),Pass Completion Percentage (Cmp%),Key Passes (KP),Passes into Final Third (1/3),Passes into Penalty Area (PPA),Shot-Creating Actions (SCA),SCA per 90,Goal-Creating Actions (GCA),GCA per 90,Tackles Won (TklW),Challenges (Tkl),Challenges Lost (TklD),Blocked Shots (Sh),Interceptions (Int),Touches in Attacking Third,Take-On Success Percentage (Succ%),Take-On Tackled Percentage (Tkl%),Carries,Progressive Carrying Distance (TotDist),Carries into Final Third (1/3),Carries into Penalty Area (CPA),Passes Received (Rec),Progressive Passes Received (PrgR),Offsides (Off),Crosses (Crs),Ball Recoveries (Recov),Aerials Won Percentage (Won%)
Neto,0,9.583074,7.2623353,0,0.0,0.0,0.0,0.0,1.0,84.6,0.0,0.0,30.0,0.0,0.06,16.4,64.5,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,45.0,43.8,35,99,0,0,28,0,0,0,3,50.0
Nick Pope,0,10.803102,7.8985195,0,0.0,0.0,0.0,0.0,1.32,70.1,28.0,50.0,30.0,0.0,0.06,16.4,72.8,1,2,0,6,0.24,0,0.0,0,0,0,0,1,0,45.0,43.8,397,1519,0,0,273,0,0,0,21,91.7
Niclas Füllkrug,2,5.158151,6.791062,6,0.4,0.27,0.27,0.25,1.4849999999999999,68.15,17.9,0.0,35.7,0.67,0.21,10.2,65.4,13,10,4,19,2.56,2,0.27,2,3,1,0,0,88,20.0,60.0,87,172,3,2,159,25,9,1,12,40.8
Nico O’Reilly,3,7.8350444,4.439411,16,0.35,0.0,0.23,0.06,1.4849999999999999,68.15,17.9,0.0,37.5,0.53,0.25,15.4,86.9,4,28,1,12,2.11,2,0.35,4,8,4,1,4,130,60.0,40.0,246,574,14,0,296,25,1,8,29,41.7
Nicolas Jackson,2,3.5511625,6.1883287,46,0.41,0.21,0.51,0.18,1.4849999999999999,68.15,17.9,0.0,44.7,1.4,0.13,12.9,75.9,28,22,10,68,2.8,10,0.41,13,10,5,2,3,357,30.0,51.7,413,1304,25,30,507,127,23,3,48,34.5
Nicolás Domínguez,1,6.3839693,2.3548996,13,0.0,0.05,0.07,0.07,1.4849999999999999,68.15,17.9,0.0,38.9,0.36,0.0,19.0,87.0,13,73,9,32,1.66,0,0.0,40,66,36,11,27,252,37.5,37.5,400,805,11,2,585,27,1,5,102,51.2
Nicolás González,0,8.18573,5.834797,5,0.0,0.0,0.04,0.01,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,19.3,92.9,1,48,4,15,2.08,3,0.42,6,11,5,0,5,143,16.7,50.0,386,615,9,1,484,10,0,0,31,59.3
Nikola Milenković,3,10.049648,3.4836385,3,0.12,0.06,0.1,0.03,1.4849999999999999,68.15,17.9,0.0,26.9,0.21,0.15,12.1,81.2,8,48,2,18,0.53,3,0.09,26,27,6,24,25,82,100.0,0.0,486,963,3,2,638,6,1,0,75,72.2
Noni Madueke,4,1.3632584,2.730598,142,0.35,0.15,0.45,0.2,1.4849999999999999,68.15,17.9,0.0,39.0,1.49,0.09,14.4,77.6,30,13,34,76,3.77,8,0.4,15,34,21,0,8,548,44.4,44.4,587,3159,46,87,676,212,5,58,72,38.5
Noussair Mazraoui,1,5.5188656,2.0561962,37,0.0,0.03,0.02,0.05,1.4849999999999999,68.15,17.9,0.0,23.1,0.1,0.0,20.6,85.5,18,118,18,50,1.71,1,0.03,60,85,34,8,34,318,55.3,36.2,1086,2680,29,3,1190,51,3,20,141,62.7
Nélson Semedo,1,5.0640855,2.6339767,61,0.0,0.14,0.03,0.09,1.4849999999999999,68.15,17.9,0.0,37.5,0.2,0.0,23.4,80.1,21,63,25,52,1.76,6,0.2,34,53,23,10,23,416,45.3,42.2,790,2320,36,9,882,109,4,58,121,39.7
Odsonne Édouard,2,7.330677,7.4410186,2,0.0,0.0,0.31,0.04,1.4849999999999999,68.15,17.9,0.0,20.0,0.78,0.0,20.9,60.7,1,2,0,1,0.78,0,0.0,0,2,2,0,0,18,0.0,100.0,23,50,1,2,26,7,2,1,5,20.0
Ola Aina,1,5.437175,2.2998185,59,0.07,0.03,0.02,0.04,1.4849999999999999,68.15,17.9,0.0,20.0,0.07,0.2,25.9,73.3,15,78,20,58,1.91,3,0.1,41,63,28,12,31,364,45.6,36.8,675,2524,40,10,737,56,2,47,173,41.9
Oleksandr Zinchenko,0,7.638032,5.837068,10,0.0,0.2,0.05,0.03,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,18.0,83.0,2,26,7,16,3.16,2,0.4,1,7,5,0,4,130,75.0,0.0,233,509,5,3,285,12,1,10,16,50.0
Oliver Scarles,0,8.230188,7.001498,11,0.0,0.0,0.02,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,20.2,78.1,1,9,5,5,0.76,0,0.0,11,21,8,2,10,118,16.7,83.3,190,445,9,1,243,39,1,13,33,50.0
Oliver Skipp,0,8.243325,5.6721683,16,0.0,0.0,0.01,0.02,1.4849999999999999,68.15,17.9,0.0,25.0,0.09,0.0,21.0,85.0,9,30,4,14,1.27,0,0.0,4,15,6,4,10,90,54.5,45.5,321,629,7,3,390,19,0,5,40,62.5
Ollie Watkins,2,3.610377,6.2148533,52,0.58,0.27,0.57,0.12,1.4849999999999999,68.15,17.9,0.0,42.3,1.27,0.17,12.2,74.2,23,12,12,51,1.97,11,0.42,6,11,8,3,8,368,23.7,65.8,375,1052,21,36,502,148,13,7,39,43.1
Omar Marmoush,2,4.9193006,6.504178,21,0.54,0.0,0.43,0.15,1.4849999999999999,68.15,17.9,0.0,42.1,1.44,0.16,18.0,78.1,13,8,24,33,2.98,1,0.09,6,15,8,1,5,271,41.0,46.2,262,760,15,11,295,68,9,25,32,38.5
Omari Hutchinson,1,5.0219173,3.5296614,74,0.12,0.08,0.09,0.11,1.4849999999999999,68.15,17.9,0.0,43.2,0.62,0.08,21.0,78.4,25,44,21,68,2.65,6,0.23,12,45,32,1,10,480,39.3,47.9,671,2433,35,31,772,135,4,60,96,20.0
Orel Mangala,0,7.884291,5.190023,6,0.07,0.0,0.08,0.05,1.4849999999999999,68.15,17.9,0.0,37.5,0.43,0.06,22.1,89.2,8,50,8,24,1.72,1,0.07,8,8,3,3,21,157,58.3,37.5,298,576,6,3,406,19,2,6,49,42.9
Pablo Sarabia,2,5.1706476,6.0319314,12,0.38,0.25,0.36,0.2,1.4849999999999999,68.15,17.9,0.0,47.1,1.01,0.18,18.9,70.1,13,36,17,25,3.14,4,0.5,8,14,5,0,4,188,46.2,38.5,272,615,14,0,321,52,5,40,29,25.0
Pape Matar Sarr,1,6.062821,2.941616,32,0.16,0.1,0.17,0.08,1.4849999999999999,68.15,17.9,0.0,40.6,0.68,0.09,21.8,86.8,15,85,11,42,2.19,6,0.31,32,23,12,9,26,291,39.3,50.0,745,1843,35,5,838,50,2,14,108,41.2
Patrick Dorgu,0,8.165938,5.4113426,27,0.0,0.0,0.05,0.06,1.4849999999999999,68.15,17.9,0.0,22.2,0.29,0.0,16.2,79.8,7,15,7,13,1.86,1,0.14,17,17,5,0,4,164,33.3,33.3,243,838,14,4,277,54,3,28,26,63.2
Patson Daka,2,6.89421,7.237075,10,0.14,0.0,0.17,0.01,1.4849999999999999,68.15,17.9,0.0,26.7,0.55,0.07,14.8,71.6,1,6,1,10,1.38,1,0.14,9,17,10,1,1,94,13.3,66.7,134,309,7,5,158,34,3,3,18,27.0
Pau Torres,0,10.349688,5.375187,33,0.0,0.0,0.03,0.0,1.4849999999999999,68.15,17.9,0.0,25.0,0.1,0.0,11.7,88.7,2,96,7,12,0.59,2,0.1,14,15,6,10,9,79,88.2,11.8,839,3596,20,0,963,4,0,1,54,38.1
Paul Onuachu,2,5.1076627,7.0475802,7,0.35,0.09,0.32,0.04,1.4849999999999999,68.15,17.9,0.0,44.1,1.31,0.12,10.4,60.7,8,13,2,9,0.79,1,0.09,2,7,4,2,1,160,28.0,56.0,208,243,5,2,349,40,9,0,17,61.6
Pedro Neto,4,1.5312034,2.866315,118,0.18,0.22,0.13,0.27,1.4849999999999999,68.15,17.9,0.0,29.6,0.72,0.07,18.8,78.6,44,29,35,85,3.8,8,0.36,9,19,11,2,9,657,32.6,43.5,672,3004,52,42,753,229,3,133,71,27.8
Pedro Porro,1,4.0601397,2.1474037,63,0.07,0.22,0.06,0.15,1.4849999999999999,68.15,17.9,0.0,21.6,0.29,0.05,23.1,73.5,54,120,55,104,3.8,8,0.29,46,73,31,17,34,749,33.3,61.5,1132,2677,40,5,1229,106,1,191,148,33.3
Pervis Estupiñán,1,4.7445207,2.5628874,55,0.04,0.04,0.04,0.08,1.4849999999999999,68.15,17.9,0.0,30.4,0.28,0.04,24.5,83.3,24,97,32,52,2.11,4,0.16,39,46,15,2,34,467,53.3,43.3,944,2388,55,9,1070,107,3,114,136,62.3
Phil Foden,4,2.1939628,3.1653132,47,0.37,0.11,0.27,0.25,1.4849999999999999,68.15,17.9,0.0,30.8,0.85,0.13,18.5,84.0,42,40,35,84,4.47,9,0.48,5,17,10,1,9,629,33.3,53.8,677,1676,30,15,842,119,3,73,59,27.3
Philip Billing,2,7.319209,6.7449837,3,0.0,0.0,0.28,0.54,1.4849999999999999,68.15,17.9,0.0,20.0,0.49,0.0,17.9,68.6,9,9,7,16,7.83,0,0.0,5,4,1,0,5,57,33.3,0.0,58,163,1,1,75,13,0,10,14,60.0
Radu Drăgușin,0,9.313506,5.440321,7,0.0,0.0,0.01,0.03,1.4849999999999999,68.15,17.9,0.0,20.0,0.07,0.0,12.7,85.2,4,52,2,8,0.58,1,0.07,6,12,6,16,15,30,0.0,0.0,623,1666,3,0,669,2,0,1,48,60.0
Raheem Sterling,2,6.4184456,5.634104,25,0.0,0.41,0.27,0.1,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,15.0,77.0,8,4,9,18,3.71,3,0.62,4,8,4,0,1,190,36.0,36.0,178,690,9,15,188,73,4,14,14,25.0
Ramón Sosa,2,6.3854127,6.964696,12,0.31,0.0,0.31,0.15,1.4849999999999999,68.15,17.9,0.0,45.5,1.53,0.09,18.6,68.0,8,2,5,14,4.23,0,0.0,3,5,4,0,4,77,61.5,38.5,75,333,7,5,81,17,3,8,25,36.4
Rasmus Højlund,2,5.587663,6.827405,26,0.21,0.0,0.2,0.06,1.4849999999999999,68.15,17.9,0.0,40.0,0.52,0.16,12.8,76.7,14,12,5,30,1.55,1,0.05,1,4,4,0,1,201,31.0,62.1,275,625,13,16,352,83,11,6,30,21.9
Rayan Aït-Nouri,1,4.340882,2.4627745,79,0.13,0.22,0.08,0.15,1.4849999999999999,68.15,17.9,0.0,23.5,0.25,0.12,14.9,83.9,36,67,27,78,2.45,12,0.38,52,67,26,6,24,605,48.3,39.7,1006,2850,54,24,1181,158,5,86,133,41.7
Raúl Jiménez,2,3.8288102,6.319223,32,0.4,0.12,0.45,0.13,1.4849999999999999,68.15,17.9,0.0,32.1,1.09,0.08,14.4,71.0,20,36,10,57,2.31,6,0.24,23,20,13,5,10,431,40.4,53.2,509,1000,21,17,677,119,14,22,74,46.4
Reece James,0,7.8481483,5.190946,6,0.11,0.0,0.03,0.06,1.4849999999999999,68.15,17.9,0.0,37.5,0.32,0.13,23.2,84.6,10,72,5,15,1.61,1,0.11,9,9,6,4,12,131,37.5,37.5,398,728,4,0,482,10,0,38,55,77.8
Reiss Nelson,2,5.7004952,5.8998823,45,0.18,0.18,0.2,0.18,1.4849999999999999,68.15,17.9,0.0,50.0,1.11,0.08,15.4,86.6,13,7,15,31,5.73,1,0.18,6,13,8,0,5,212,37.1,37.1,259,960,25,21,274,63,1,23,29,0.0
Renato Veiga,0,9.322749,6.9113903,4,0.0,0.0,0.07,0.0,1.4849999999999999,68.15,17.9,0.0,33.3,0.5,0.0,17.1,84.9,0,6,1,1,0.49,0,0.0,6,12,8,1,1,27,60.0,40.0,85,144,5,1,110,3,1,0,9,50.0
Ricardo Pereira,0,9.581093,6.732879,3,0.0,0.0,0.02,0.0,1.4849999999999999,68.15,17.9,0.0,50.0,0.26,0.0,17.0,82.4,0,18,0,3,0.79,0,0.0,6,12,6,2,2,37,62.5,25.0,132,147,3,2,143,5,0,3,16,66.7
Riccardo Calafiori,3,8.061968,4.0033193,21,0.19,0.1,0.08,0.03,1.4849999999999999,68.15,17.9,0.0,60.0,0.58,0.2,14.1,85.4,6,40,9,13,1.26,2,0.19,18,29,11,6,9,222,69.2,23.1,291,839,12,3,377,29,3,11,30,62.9
Richarlison,2,4.8673844,7.029713,8,0.76,0.19,0.7,0.17,1.4849999999999999,68.15,17.9,0.0,41.2,1.33,0.24,9.1,63.2,4,8,4,8,1.51,1,0.19,3,2,2,1,0,62,6.7,86.7,87,164,8,3,118,22,3,7,10,29.0
Rico Lewis,1,6.2945514,2.908612,36,0.05,0.1,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,20.0,0.1,0.1,15.8,92.0,7,92,14,31,1.54,3,0.15,19,21,8,7,13,427,42.9,52.4,816,2034,38,8,1005,68,0,3,94,27.8
Robert Sánchez,0,10.557931,7.502324,0,0.0,0.0,0.0,0.0,1.1,76.3,27.6,20.0,30.0,0.0,0.06,16.4,71.7,2,25,1,7,0.24,2,0.07,0,1,1,0,2,0,45.0,43.8,805,2517,0,0,751,0,0,0,41,100.0
Robin Olsen,0,10.36336,7.5157456,0,0.0,0.0,0.0,0.0,2.0,55.6,100.0,0.0,30.0,0.0,0.06,16.4,71.1,0,2,0,2,1.0,1,0.5,0,1,0,0,0,0,45.0,43.8,44,109,0,0,41,0,0,0,2,50.0
Rodrigo Bentancur,1,6.8636703,2.6437159,26,0.12,0.0,0.08,0.03,1.4849999999999999,68.15,17.9,0.0,22.7,0.3,0.09,17.4,88.1,10,107,12,45,2.67,3,0.18,20,39,20,8,36,215,44.4,44.4,739,1446,23,5,826,34,1,4,111,56.5
Rodrigo Gomes,2,6.213764,6.3828425,22,0.27,0.0,0.08,0.12,1.4849999999999999,68.15,17.9,0.0,50.0,0.4,0.33,17.3,67.1,12,10,12,21,2.82,0,0.0,13,19,9,1,5,152,35.7,42.9,178,750,17,7,203,65,0,19,24,28.6
Rodrigo Muniz,2,4.8147335,7.0142593,6,0.75,0.09,0.54,0.07,1.4849999999999999,68.15,17.9,0.0,48.7,1.77,0.21,12.0,64.8,7,13,3,17,1.59,2,0.19,5,4,0,2,5,127,33.3,50.0,157,187,4,3,237,31,3,1,14,51.5
Roméo Lavia,0,8.418256,5.872218,3,0.0,0.13,0.02,0.1,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,16.0,91.3,7,42,3,13,1.71,2,0.26,13,19,10,0,14,60,61.5,38.5,248,481,8,0,298,7,0,0,35,83.3
Ross Barkley,3,7.599891,4.481457,15,0.47,0.16,0.27,0.1,1.4849999999999999,68.15,17.9,0.0,33.3,0.79,0.2,14.0,86.0,9,29,6,18,2.84,3,0.47,3,14,5,3,10,117,72.7,27.3,263,657,14,2,314,10,0,1,41,60.0
Ross Stewart,0,8.65518,6.670447,1,0.0,0.0,0.08,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,11.6,73.1,0,1,1,2,0.63,0,0.0,2,6,4,0,0,39,50.0,50.0,49,63,0,1,72,6,1,0,2,34.8
Ryan Christie,1,5.086514,2.1150599,34,0.09,0.13,0.08,0.15,1.4849999999999999,68.15,17.9,0.0,36.4,0.51,0.06,19.6,79.3,41,118,33,85,3.62,9,0.38,33,64,37,11,30,372,47.9,45.8,726,1773,40,8,777,44,1,48,182,41.7
Ryan Fraser,0,9.528413,6.504547,10,0.0,0.0,0.01,0.03,1.4849999999999999,68.15,17.9,0.0,100.0,0.29,0.0,31.6,74.8,2,3,1,5,1.47,0,0.0,2,6,2,1,1,37,66.7,33.3,74,252,5,2,94,18,1,12,10,40.0
Ryan Gravenberch,1,5.3762603,2.0197852,65,0.0,0.12,0.03,0.09,1.4849999999999999,68.15,17.9,0.0,27.8,0.15,0.0,24.7,88.9,25,140,32,65,2.0,6,0.18,34,51,21,10,57,485,48.0,37.3,1286,3408,71,9,1548,54,0,6,182,65.0
Ryan Manning,1,6.112823,3.890105,14,0.0,0.06,0.02,0.2,1.4849999999999999,68.15,17.9,0.0,12.5,0.06,0.0,22.0,77.2,34,33,12,50,3.08,3,0.18,17,26,12,11,17,321,30.6,44.4,482,977,13,4,572,74,0,84,65,75.0
Ryan Sessegnon,2,5.1628,6.396164,14,0.77,0.38,0.3,0.18,1.4849999999999999,68.15,17.9,0.0,53.8,1.34,0.31,12.6,76.5,10,7,3,17,3.25,3,0.57,11,15,9,0,3,124,29.4,58.8,129,434,11,9,149,51,1,13,25,44.4
Ryan Yates,1,7.0904984,2.9003408,17,0.1,0.05,0.11,0.05,1.4849999999999999,68.15,17.9,0.0,28.1,0.43,0.06,19.3,81.7,17,46,4,36,1.73,3,0.14,21,37,20,9,26,257,50.0,27.8,408,888,18,1,526,14,6,5,95,59.5
Rúben Dias,3,9.709398,2.471372,35,0.0,0.0,0.06,0.01,1.4849999999999999,68.15,17.9,0.0,27.8,0.22,0.0,19.2,93.6,5,189,5,22,0.99,1,0.04,10,11,4,14,18,255,66.7,33.3,1592,5295,54,1,1815,6,0,3,68,49.2
Sam Johnstone,0,10.070025,8.067294,0,0.0,0.0,0.0,0.0,2.43,61.5,0.0,0.0,30.0,0.0,0.06,16.4,66.2,1,6,0,2,0.29,0,0.0,0,1,1,0,0,0,45.0,43.8,196,756,0,0,179,0,0,0,9,100.0
Sam Morsy,1,6.0522966,2.1642632,16,0.04,0.04,0.01,0.03,1.4849999999999999,68.15,17.9,0.0,22.2,0.07,0.11,26.3,86.2,18,132,13,40,1.45,2,0.07,36,57,31,13,28,210,57.1,33.3,761,1783,20,2,999,9,0,12,138,42.5
Sammie Szmodics,2,5.350698,7.032556,16,0.37,0.0,0.31,0.02,1.4849999999999999,68.15,17.9,0.0,57.1,1.1,0.19,14.0,74.2,4,10,4,9,0.83,0,0.0,9,23,17,2,6,116,33.3,50.0,174,399,8,7,189,46,8,13,41,35.3
Sander Berge,3,9.409263,4.3974943,27,0.0,0.0,0.01,0.03,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,7.6,91.4,17,105,4,41,1.76,2,0.09,28,37,12,8,20,206,55.0,30.0,754,1856,22,2,836,8,0,3,118,57.4
Sandro Tonali,1,5.6004887,2.3480668,33,0.11,0.08,0.14,0.05,1.4849999999999999,68.15,17.9,0.0,31.3,0.38,0.09,19.6,83.5,20,91,26,61,2.32,8,0.3,30,44,22,10,33,382,54.3,37.1,877,2014,34,5,1126,48,2,31,163,52.2
Santiago Bueno,3,9.019123,4.325175,1,0.0,0.0,0.02,0.0,1.4849999999999999,68.15,17.9,0.0,50.0,0.16,0.0,14.0,88.0,0,24,2,12,0.64,4,0.21,21,22,5,20,15,21,0.0,100.0,555,1430,2,0,660,1,0,0,43,53.0
Saša Lukić,1,5.4063945,2.539327,37,0.0,0.08,0.05,0.11,1.4849999999999999,68.15,17.9,0.0,11.8,0.08,0.0,20.1,87.7,23,97,15,50,2.08,3,0.12,37,53,32,7,26,307,47.1,29.4,775,2083,39,4,897,29,0,55,107,42.9
Sean Longstaff,0,8.636645,5.4289894,4,0.0,0.0,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,16.7,0.11,0.0,13.5,84.5,4,26,1,14,1.58,2,0.23,16,27,9,5,7,121,28.6,57.1,248,429,10,2,308,22,0,5,31,50.0
Sepp van den Berg,3,10.279965,3.1265671,10,0.0,0.0,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,31.3,0.19,0.0,10.6,84.7,5,57,3,21,0.82,2,0.08,22,27,9,36,20,159,57.1,42.9,636,1663,9,1,806,27,1,7,87,56.0
Sergio Reguilón,0,9.018923,6.464901,4,0.0,0.0,0.05,0.02,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,5.4,69.5,1,11,2,1,0.73,0,0.0,3,3,1,0,2,33,50.0,0.0,64,180,2,1,74,10,0,10,9,71.4
Simon Adingra,2,5.5835876,5.1278324,37,0.19,0.09,0.21,0.17,1.4849999999999999,68.15,17.9,0.0,28.0,0.66,0.08,16.2,76.1,13,5,12,39,3.68,7,0.66,14,22,12,0,8,272,43.8,56.3,324,1042,17,20,341,119,2,35,41,66.7
Solly March,2,7.0860896,5.776343,5,0.0,0.0,0.05,0.15,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,22.5,63.2,3,2,4,7,3.77,2,1.08,3,8,3,0,2,73,25.0,75.0,57,167,2,3,67,20,3,20,7,33.3
Son Heung-min,4,1.4174236,2.6299813,87,0.31,0.4,0.31,0.37,1.4849999999999999,68.15,17.9,0.0,45.3,1.08,0.11,17.0,79.0,50,36,51,116,5.21,15,0.67,9,23,18,0,5,646,35.4,48.8,732,2334,45,40,837,259,11,75,81,35.3
Stefan Ortega,0,9.9438505,7.3530226,0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,30.0,0.0,0.06,16.4,81.3,0,6,0,0,0.0,0,0.0,0,1,1,0,0,0,45.0,43.8,323,864,0,0,309,0,0,0,8,100.0
Stephy Mavididi,1,4.9774466,3.6086721,91,0.22,0.06,0.1,0.15,1.4849999999999999,68.15,17.9,0.0,26.9,0.39,0.15,16.1,75.0,22,32,26,50,2.78,7,0.39,19,42,28,2,11,421,36.8,49.5,583,2355,40,27,623,138,3,69,83,37.5
Sven Botman,0,9.015284,6.441107,0,0.0,0.0,0.01,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,11.7,88.1,0,9,0,0,0.0,0,0.0,4,3,1,1,4,6,33.3,33.3,85,178,1,0,107,0,0,0,8,64.7
Sávio,4,1.260599,2.700251,133,0.05,0.42,0.25,0.35,1.4849999999999999,68.15,17.9,0.0,38.9,1.09,0.02,17.7,80.9,44,19,47,107,5.55,15,0.78,16,18,9,2,6,754,45.9,35.1,766,3494,44,73,834,239,3,81,79,33.3
Séamus Coleman,0,9.688298,6.4815907,1,0.0,0.0,0.26,0.0,1.4849999999999999,68.15,17.9,0.0,100.0,0.46,0.0,10.5,72.2,0,6,0,2,0.91,1,0.46,1,3,1,3,1,19,80.0,20.0,43,109,1,0,51,2,0,3,7,50.0
Taiwo Awoniyi,2,5.744771,7.1118793,6,0.22,0.0,0.47,0.02,1.4849999999999999,68.15,17.9,0.0,40.0,0.88,0.1,12.6,64.2,2,5,2,9,1.98,1,0.22,3,5,1,0,0,73,44.4,55.6,89,183,5,2,112,20,1,2,18,25.5
Tariq Lamptey,2,6.4548836,6.1887717,28,0.22,0.22,0.04,0.09,1.4849999999999999,68.15,17.9,0.0,33.3,0.22,0.33,18.5,81.5,5,11,5,16,1.79,3,0.34,10,22,15,7,6,143,32.1,57.1,272,918,13,3,281,43,0,25,36,7.1
Taylor Harwood-Bellis,3,10.235809,2.5627463,29,0.03,0.0,0.06,0.03,1.4849999999999999,68.15,17.9,0.0,40.0,0.27,0.05,10.6,87.9,14,171,10,37,1.25,2,0.07,19,34,15,38,30,178,100.0,0.0,1361,3731,27,0,1704,9,0,10,120,57.1
Thiago,0,8.8645,6.5556235,3,0.0,0.0,0.06,0.04,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,14.7,70.5,2,1,1,2,1.27,0,0.0,2,1,1,0,2,27,75.0,25.0,35,42,2,1,39,4,1,1,10,60.0
Thomas Partey,1,5.57069,1.9889426,32,0.14,0.07,0.07,0.07,1.4849999999999999,68.15,17.9,0.0,30.4,0.25,0.17,19.5,87.3,17,151,33,58,2.07,13,0.46,49,72,28,7,33,485,66.7,27.3,1125,3235,37,3,1416,47,1,12,123,54.2
Tim Iroegbunam,0,8.17872,5.787972,8,0.0,0.16,0.04,0.03,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,22.5,71.9,3,10,1,10,1.59,1,0.16,13,23,9,4,15,60,40.0,40.0,122,360,10,2,110,9,0,1,48,73.3
Timo Werner,2,6.069399,5.5578957,42,0.0,0.52,0.17,0.44,1.4849999999999999,68.15,17.9,0.0,37.5,0.52,0.0,18.2,66.9,10,3,15,18,3.13,3,0.52,4,13,10,1,1,203,52.6,42.1,215,1062,24,18,227,89,5,28,18,0.0
Timothy Castagne,1,6.8246837,2.975036,17,0.0,0.05,0.02,0.07,1.4849999999999999,68.15,17.9,0.0,37.5,0.16,0.0,14.0,81.8,9,51,5,25,1.36,3,0.16,29,45,19,6,22,259,41.7,41.7,547,1044,15,2,665,67,1,37,57,49.3
Toby Collyer,0,8.739975,6.265526,0,0.0,0.0,0.09,0.13,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,6.2,82.6,2,3,1,5,2.5,0,0.0,9,6,1,1,2,25,50.0,50.0,68,56,0,0,71,2,0,0,17,75.0
Tom Cairney,2,7.3675895,4.971307,14,0.18,0.0,0.04,0.17,1.4849999999999999,68.15,17.9,0.0,40.0,0.36,0.2,23.3,90.4,10,46,7,28,5.08,3,0.54,5,7,3,1,4,196,33.3,33.3,385,884,15,4,468,29,0,17,44,33.3
Tommy Doyle,2,7.375328,5.7664866,6,0.0,0.18,0.1,0.09,1.4849999999999999,68.15,17.9,0.0,22.2,0.37,0.0,24.5,81.9,7,44,3,17,3.13,3,0.55,6,15,9,5,5,80,55.6,11.1,260,578,3,0,303,4,0,15,43,14.3
Tomáš Souček,3,7.539801,3.4384742,6,0.31,0.04,0.23,0.04,1.4849999999999999,68.15,17.9,0.0,26.9,0.54,0.15,12.0,73.7,14,59,8,43,1.66,3,0.12,19,39,17,17,18,280,54.5,45.5,449,470,10,3,696,65,4,13,57,58.3
Tosin Adarabioyo,0,10.333536,5.6606684,5,0.07,0.07,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,16.7,0.15,0.08,12.5,91.4,1,53,1,12,0.88,1,0.07,10,12,4,7,10,26,80.0,0.0,713,1690,2,0,916,1,1,0,34,58.1
Toti Gomes,3,9.925516,3.0733778,21,0.0,0.04,0.03,0.04,1.4849999999999999,68.15,17.9,0.0,28.6,0.08,0.0,11.6,85.1,9,72,5,20,0.77,1,0.04,38,37,7,17,23,95,67.9,25.0,1028,2641,18,0,1202,15,4,13,100,66.7
Trent Alexander-Arnold,1,3.923569,1.9749795,50,0.12,0.24,0.07,0.26,1.4849999999999999,68.15,17.9,0.0,18.6,0.31,0.07,23.3,73.6,50,198,63,94,3.68,10,0.39,49,103,55,9,30,633,45.7,48.6,1139,2780,35,9,1384,90,1,145,129,18.8
Trevoh Chalobah,3,8.18497,4.0103354,11,0.25,0.0,0.1,0.03,1.4849999999999999,68.15,17.9,0.0,36.4,0.34,0.27,15.1,79.0,4,27,2,11,0.93,0,0.0,16,23,11,9,19,51,60.0,20.0,278,661,9,1,317,6,1,7,56,53.7
Trevoh Chalobah,0,9.192636,5.6167555,4,0.0,0.11,0.08,0.13,1.4849999999999999,68.15,17.9,0.0,33.3,0.22,0.0,10.8,89.7,3,40,3,12,1.29,3,0.32,6,7,1,2,9,54,25.0,25.0,395,728,4,1,539,2,0,3,26,67.6
Tyler Adams,1,6.3601594,2.4471803,12,0.0,0.16,0.08,0.05,1.4849999999999999,68.15,17.9,0.0,25.0,0.11,0.0,16.1,83.6,16,57,2,37,1.95,4,0.21,46,66,31,10,32,194,18.8,56.3,554,1183,17,1,630,9,0,3,100,63.0
